@relation master

@attribute Title string
@attribute Major {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,99.0,26.0,27.0}
@attribute Subtopic numeric

@data
'to designate the facility of the united states postal service located at 1905 west blue heron boulevard in west palm beach florida as the judge edward rodgers post office building',20.0,2008
'to permit members of the house of representatives to use funds provided in members representational allowances to obtain pow mia flags and distribute them to constituents',20.0,2008
'to redesignate the facility of the united states postal service located at 121 kinderkamack road in river edge new jersey as the new bridge landing post office',20.0,2008
'to designate the facility of the united states postal service located at 1101 colorado street in boulder city nevada as the bruce woodbury post office building',20.0,2008
'to designate the united states courthouse at south federal place in santa fe new mexico as the santiago e campos united states courthouse',20.0,2008
'to designate the facility of the united states postal service located at 2300 redondo avenue in long beach california as the stephen horn post office building',20.0,2008
'to designate the facility of the united states postal service located at 2001 east willard street in philadelphia pennsylvania as the robert a borski post office building',20.0,2008
'to designate the facility of the united states postal service located at 1210 highland avenue in duarte california as the francisco a martinez flores post office',20.0,2008
'to designate the facility of the united states postal service located at 115 west pine street in hattiesburg mississippi as the major henry a commiskey sr post office building',20.0,2008
'to designate the facility of the united states postal service located at 339 hicksville road in bethpage new york as the brian c hickey post office building',20.0,2008
'to designate the facility of the united states postal service located at 2000 allston way in berkeley california as the maudelle shirek post office building',20.0,2008
'to designate the united states courthouse located at 125 bull street in savannah georgia as the tomochichi united states courthouse',20.0,2008
'to redesignate the federal building located at 935 pennsylvania avenue northwest in the district of columbia as the federal bureau of investigation building',20.0,2008
'to designate the facility of the united states postal service located at 10701 abercorn street in savannah georgia as the jc lewis jr post office building',20.0,2008
'to designate the united states courthouse located at 400 north miami avenue in miami florida as the wilkie d ferguson jr united states courthouse',20.0,2008
'to amend title 40 united states code to make reforms in the management and development of federal real property',20.0,2008
'to name the capitol visitor center after j strom thurmond',20.0,2008
'to designate the facility of the united states postal service located at 514 17th street in moline illinois as the david bybee post office building',20.0,2008
'to designate the facility of the united states postal service located at 141 weston street in hartford connecticut as the barbara b kennelly post office building',20.0,2008
'to redesignate the facility of the united states postal service located at 101 south vine street in glenwood iowa as the william j scherle post office building',20.0,2008
'to name the department of veterans affairs medical center in the bronx new york as the james j peters department of veterans affairs medical center',20.0,2008
'to name the department of veterans affairs medical center in prescott arizona as the bob stump department of veterans affairs medical center',20.0,2008
'to designate the facility of the united states postal service located at 1000 avenida sanchez osorio in carolina puerto rico as the roberto clemente walker post office building',20.0,2008
'to designate the facility of the united states postal service located at 48 south broadway in nyack new york as the john g dow post office building',20.0,2008
'to designate the facility of the united states postal service located at 135 east olive avenue in burbank california as the bob hope post office building',20.0,2008
'to redesignate the facility of the united states postal service located at 315 empire boulevard in crown heights brooklyn new york as the james e davis post office building',20.0,2008
'to designate the facility of the united states postal service located at 255 north main street in jonesboro georgia as the s truett cathy post office building',20.0,2008
'to designate the facility of the united states postal service located at 304 west michigan street in stuttgart arkansas as the lloyd l burke post office',20.0,2008
'to designate the facility of the united states postal service located at 2055 siesta drive in sarasota florida as the brigadier general ausret john h mclain post office',20.0,2008
'to designate the orville wright federal building and the wilbur wright federal building in washington district of columbia',20.0,2008
'to designate the facility of the united states geological survey and the united states bureau of reclamation located at 230 collins road boise idaho as the fh newell building',20.0,2008
'to designate the federal building located at 324 twentyfifth street in ogden utah as the james v hansen federal building',20.0,2008
'to designate the facility of the united states postal service located at 57 old tappan road in tappan new york as the john g dow post office building',20.0,2008
'to redesignate the facility of the united states postal service located at 48 south broadway in nyack new york as the edward ogrady waverly brown peter paige post office building',20.0,2008
'to amend title 40 united states code to direct the administrator of general services to give preference to high unemployment areas in selecting sites for the construction of public buildings and in leasing space to accommodate federal agencies',20.0,2008
'to designate the facility of the united states postal service located at 2650 cleveland avenue nw in canton ohio as the richard d watkins post office building',20.0,2008
'to designate the facility of the united states postal service located at 38 spring street in nashua new hampshire as the hugh gregg post office building',20.0,2008
'to designate the federal building and united states courthouse located at 300 quarropas street in white plains new york as the charles l brieant jr federal building and united states courthouse',20.0,2008
'to designate the facility of the united states postal service located at 14 chestnut street in liberty new york as the ben r gerow post office building',20.0,2008
'to designate the federal building and united states courthouse located at 120 12th street in columbus georgia as the j robert elliott federal building and united states courthouse',20.0,2008
'to designate the facility of the united states postal service located at 3710 west 73rd terrace in prairie village kansas as the senator james b pearson post office',20.0,2008
'to designate the facility of the united states postal service located at 15500 pearl road in strongsville ohio as the walter f ehrnfelt jr post office building',20.0,2008
'to redesignate the facilities of the united states postal service located at 7715 and 7748 s cottage grove avenue in chicago illinois as the james e worsham post office and the james e worsham carrier annex building respectively and for other p',20.0,2008
'to designate the facility of the united states postal service located at 525 main street in tarboro north carolina as the george henry white post office building',20.0,2008
'to designate the building located at 493 auburn avenue ne in atlanta georgia as the john lewis civil rights institute',20.0,2008
'to designate the facility of the agriculture research service of the department of agriculture located at state highway 26 west in poplarville mississippi as the thad cochran southern horticultural laboratory',20.0,2008
'to designate the facility of the united states postal service located at 3210 east 10th street in bloomington indiana as the francis x mccloskey post office building',20.0,2008
'to designate the facility of the united states postal service located at 30 west bel air avenue in aberdeen maryland as the ripken post office building',20.0,2008
'to designate a portion of the united states courthouse located at 2100 jamieson avenue in alexandria virginia as the justin w williams united states attorneys building',20.0,2008
'to designate the facility of the united states postal service located at 11805 chimney rock road in houston texas as the lee p brown post office building',20.0,2008
'to designate the headquarters building of the department of education in washington dc as the lyndon baines johnson federal building',20.0,2008
'to redesignate the facility of the bureau of reclamation located at 19550 kelso road in byron california as the cw `bill jones pumping plant',20.0,2008
'to designate the facility of the united states postal service located at 210 main street in malden illinois as the army staff sgt lincoln hollinsaid malden post office',20.0,2008
'to designate the facility of the united states postal service located at 185 state street in manhattan illinois as the army pvt shawn pahnke manhattan post office',20.0,2008
'to designate the facility of the united states postal service located at 201 south chicago avenue in saint anne illinois as the marine capt ryan beaupre saint anne post office',20.0,2008
'to designate the united states courthouse located at 95 seventh street in san francisco california as the james r browning united states courthouse',20.0,2008
'to provide authorities to and impose requirements on the heads of executive agencies in order to facilitate state enforcement of state tax employment and licensing laws against federal construction contractors',20.0,2008
'to designate the facility of the united states postal service located at 2 west main street in batavia new york as the barber conable post office building',20.0,2008
'to designate the federal building located at 250 west cherry street in carbondale illinois the senator paul simon federal building',20.0,2008
'to designate the facility of the united states postal service located at 8135 forest lane in dallas texas as the vaughn gross post office building',20.0,2008
'to designate the facility of the united states postal service located at 410 huston street in altamont kansas as the myron v george post office',20.0,2008
'to designate the federal building located at fifth and richardson avenues in roswell new mexico as the joe skeen federal building',20.0,2008
'to designate the facility of the united states postal service located at 223 south main street in roxboro north carolina as the oscar scott woody post office building',20.0,2008
'to designate the united states courthouse and post office building located at 93 atocha street in ponce puerto rico as the luis a ferre united states courthouse and post office building',20.0,2008
'to designate the community center at mcconnell air force base kansas as the robert j dole community center in honor of world war ii veteran and former united states representative and senator robert j dole',20.0,2008
'to designate the facility of the united states postal service located at 137 east young high pike in knoxville tennessee as the ben atchley post office building',20.0,2008
'to designate the facility of the united states postal service located at 607 pershing drive in laclede missouri as the general john j pershing post office',20.0,2008
'to designate the federal building and united states courthouse located at 615 east houston street in san antonio texas as the hipolito f garcia federal building and united states courthouse',20.0,2008
'to designate the facility of the united states postal service located at 695 marconi boulevard in copiague new york as the maxine s postal united states post office',20.0,2008
'to designate the federal building located at 228 walnut street in harrisburg pennsylvania as the ronald reagan federal building',20.0,2008
'to redesignate the facility of the united states postal service located at 1424 abbott road in fair lawn new jersey as the mary ann collura post office building',20.0,2008
'to redesignate the facility of the united states postal service located at 7 commercial boulevard in middletown rhode island as the rhode island veterans post office building',20.0,2008
'to designate the facility of the united states postal service located at 555 west 180th street in new york new york as the sergeant riayan a tejeda post office',20.0,2008
'to designate the facility of the united states postal service located at 122 west elwood avenue in raeford north carolina as the bobby marshall gentry post office building',20.0,2008
'to designate the facility of the united states postal service located at 550 nebraska avenue in kansas city kansas as the newell george post office building',20.0,2008
'to redesignate the facility of the united states postal service located at 4025 feather lakes way in kingwood texas as the congressman jack fields post office',20.0,2008
'to designate the annex to the e barrett prettyman federal building and united states courthouse located at 333 constitution avenue northwest in the district of columbia as the william b bryant annex',20.0,2008
'to designate the facility of the united states postal service located at 410 south jackson road in edinburg texas as the dr miguel a nevarez post office building',20.0,2008
'to name the department of veterans affairs outpatient clinic located in lufkin texas as the charles wilson department of veterans affairs outpatient clinic',20.0,2008
'to designate the facility of the united states postal service located at 7450 natural bridge road in st louis missouri as the vitilas veto reid post office building',20.0,2008
'to designate the facility of the united states postal service located at 4737 mile stretch drive in holiday florida as the sergeant first class paul ray smith post office building',20.0,2008
'to designate the facility of the united states postal service located at 2811 springdale avenue in springdale arkansas as the harvey and bernice jones post office building',20.0,2008
'to designate the united states courthouse at 300 north hogan street jacksonville florida as the judge bryan simpson united states courthouse',20.0,2008
'to designate the facility of the united states postal service located at 73 south euclid avenue in montauk new york as the perry b duryea jr post office',20.0,2008
'to designate the facility of the united states postal service located at 1050 north hills boulevard in reno nevada as the guardians of freedom memorial post office building and to authorize the installation of a plaque at such site and for other purp',20.0,2008
'to designate the facility of the united states postal service located at 5505 stevens way in san diego california as the earl b gilliam post office building',20.0,2008
'to designate the facility of the united states postal service located at 40 putnam avenue in hamden connecticut as the linda whiteepps post office',20.0,2008
'to designate the facility of the united states postal service located at 1115 south clinton avenue in dunn north carolina as the general william carey lee post office building',20.0,2008
'to name the department of veterans affairs outpatient clinic located in peoria illinois as the bob michel department of veterans affairs outpatient clinic',20.0,2008
'to designate the facility of the united states postal service located at 10 west prospect street in nanuet new york as the anthony i lombardi memorial post office building',20.0,2008
'to designate the facility of the united states postal service located at 4960 west washington boulevard in los angeles california as the ray charles post office building',20.0,2008
'to designate the facility of the united states postal service located at 19504 linden boulevard in st albans new york as the archie spigner post office building',20.0,2008
'to designate the third floor of the ellis island immigration museum located on ellis island in new york harbor as the bob hope memorial library',20.0,2008
'to designate the facility of the united states postal service located at 120 east illinois avenue in vinita oklahoma as the francis c goodpaster post office building',20.0,2008
'to designate the facility of the united states postal service located at 103 east kleberg in kingsville texas as the irma rangel post office building',20.0,2008
'to designate the facility of the united states postal service located at 560 bay isles road in longboat key florida as the lieutenant general james v edmundson post office building',20.0,2008
'to designate the facility of the united states postal service located at 102 east alexander street in three rivers texas as the private felix z longoria veterans memorial post office',20.0,2008
'to designate the united states courthouse at 300 north hogan street jacksonville florida as the john milton bryan simpson united states courthouse',20.0,2008
'to designate the facility of the united states postal service located at 25 mchenry street in rosine kentucky as the bill monroe post office',20.0,2008
'to designate the facility of the united states postal service located at 8135 forest lane in dallas texas as the dr robert e price post office building',20.0,2008
'to designate the facility of the united states postal service located at 9130 markville drive in dallas texas as the vaughn gross post office building',20.0,2008
'to require the acquisition of intermittent escalators by federal agencies',20.0,2008
'to designate the facility of the united states postal service located at 411 midway avenue in mascotte florida as the specialist eric ramirez post office',20.0,2008
'to designate the facility of the united states postal service located at united states route 1 in ridgeway north carolina as the eva holtzman post office',20.0,2008
'to designate the facility of the united states postal service located at 1001 williams street in ignacio colorado as the leonard c burch post office building',20.0,2008
'to designate the facility of the united states postal service located at 222 west 8th street in durango colorado as the ben nighthorse campbell post office building',20.0,2008
'to designate the facility of the united states postal service located at 1475 western avenue suite 45 in albany new york as the lieutenant john f finn post office',20.0,2008
'to designate the facility of the united states postal service located at 11110 sunset hills road in reston virginia as the martha pennino post office building',20.0,2008
'to designate the facility of the united states postal service located at 23055 sherman way in west hills california as the evan asa ashcraft post office building',20.0,2008
'to designate the facility of the united states postal service located at 115 south swenson street in stamford texas as the gordon wood post office building',20.0,2008
'to designate the parcel of land containing the facility of the agricultural research service of the department of agriculture located at state highway 26 west in poplarville mississippi as the thad cochran southern horticultural laboratory site',20.0,2008
'to designate the facility of the united states postal service located at 5505 stevens way in san diego california as the earl b gilliam imperial avenue post office building',20.0,2008
'to designate the facility of the united states postal service located at 4985 moorhead avenue in boulder colorado as the donald g brotzman post office building',20.0,2008
'to designate the facility of the united states postal service located at 30777 rancho california road in temecula california as the dalip singh saund post office building',20.0,2008
'to amend the internal revenue code of 1986 to provide for the performance of certain tax collection services by contractors',20.0,2009
'to clarify the treatment of tax attributes under section 108 of the internal revenue code of 1986 for taxpayers which file consolidated returns',20.0,2009
'to amend the internal revenue code of 1986 to provide a uniform definition of child and for other purposes',20.0,2009
'to direct the commissioner of internal revenue to establish an earned income credit public awareness campaign to increase public awareness and educate americans of the earned income credit',20.0,2009
'to prevent corporate auditors from providing tax shelter services to their audit clients',20.0,2009
'to revoke an executive order relating to procedures for the consideration of claims of constitutionally based privilege against disclosure of presidential records',20.0,2011
'to amend title 44 united states code to direct the archivist of the united states to maintain an inventory of all gifts received from domestic sources for the president the executive residence at the white house or a presidential archival depository',20.0,2011
'to include the secretary of homeland security within the order of presidential succession which applies in the absence of a qualified president and vice president and for other purposes',20.0,2011
'to nullify the effect of section 4 of executive order 13279',20.0,2011
'to require states to hold special elections to fill vacancies in the house of representatives not later than 45 days after the vacancy is announced by the speaker of the house of representatives in extraordinary circumstances',20.0,2011
'to direct the comptroller general to enter into arrangements with the national academy of sciences and the librarian of congress for conducting a study on the feasibility and costs of implementing an emergency electronic communications system for congress',20.0,2011
'to amend the war powers resolution to require the president to include postconflict strategy in the report required under the resolution and for other purposes',20.0,2011
'to amend title 44 united states code to transfer to the public printer the authority over the individuals responsible for preparing indexes of the congressional record and for other purposes',20.0,2011
'to reauthorize and amend the national film preservation act of 1996',20.0,2011
'to make available on the internet for purposes of access and retrieval by the public certain information available through the congressional research service web site',20.0,2011
'to provide that pay for members of congress be reduced following any fiscal year in which there is a federal deficit',20.0,2011
'to provide that no automatic pay adjustment for members of congress shall be made in the year following a fiscal year in which there is a federal budget deficit',20.0,2011
'to provide for datamining reports to congress',20.0,2011
'to provide for a demonstration project to enhance the ability of federal agencies to continue to operate during an extended emergency situation and for other purposes',20.0,2011
'to permit the librarian of congress to hire library of congress police employees',20.0,2011
'to amend the rules of the house of representatives to prohibit behavior that threatens that institution and for other purposes',20.0,2011
'to amend the rules of the house of representatives to provide greater legislative input from the minority to provide more time for members to read legislation before its consideration and to improve house oversight of the executive branch to amend the',20.0,2011
'to amend title 3 united states code to revise the procedures for presidential succession in the case of the death resignation removal from office inability or failure to qualify of the president and for other purposes',20.0,2011
'to amend the federal election campaign act of 1971 to require persons conducting federal election polls by telephone to disclose certain information to respondents and the federal election commission',20.0,2012
'to amend the federal election campaign act of 1971 to prohibit an authorized committee of a winning candidate for election for federal office which received a personal loan from the candidate from making any repayment on the loan after the date on which t',20.0,2012
'to amend the federal election campaign act of 1971 to prohibit the use of any contribution made to a candidate for election for federal office or any donation made to an individual as support for the individuals activities as the holder of a federal off',20.0,2012
'to amend the internal revenue code of 1986 to exempt certain activities at the state level from the denial of the deduction for lobbying expenditures',20.0,2012
'to amend the help america vote act of 2002 to require a voterverified permanent record or hardcopy under title iii of such act and for other purposes',20.0,2012
'to amend the internal revenue code of 1986 to tax the campaign committees of candidates for state and local public office in the same manner as campaign committees of candidates for congress',20.0,2012
'to amend the federal election campaign act of 1971 to require not less than 75 percent of the amount of individual contributions accepted by congressional candidates to come from instate residents to increase disclosure requirements and for other purpo',20.0,2012
'to amend the federal election campaign act of 1971 to replace the federal election commission with the federal election administration and for other purposes',20.0,2012
'to amend the federal election campaign act of 1971 to establish a program under which congressional candidates may receive public funding for carrying out campaigns for election for federal office to amend the internal revenue code of 1986 to establish a',20.0,2012
'to amend the internal revenue code of 1986 to reform the system of public financing for presidential elections and for other purposes',20.0,2012
'to amend the federal election campaign act of 1971 to repeal the requirement that persons making disbursements for electioneering communications file reports on such disbursements with the federal election commission and the prohibition against the making',20.0,2012
'to amend the internal revenue code of 1986 to provide parity in reporting requirements for national party committees and unregulated political organizations and for other purposes',20.0,2012
'to require the repayment of appropriated funds that are illegally disbursed for political purposes by the centers for medicare medicaid services',20.0,2012
'to ensure that advertising campaigns paid for by the federal government are unbiased and for other purposes',20.0,2012
'to amend title 3 united states code to permit an objection to the certificate of the electoral votes of a state to be received by the senate and the house of representatives if the objection is signed by either a senator or a member of the house of repr',20.0,2012
'to amend the federal election campaign act of 1971 to clarify the requirements for the disclosure of identifying information within authorized campaign communications which are printed to apply certain requirements regarding the disclosure of identifying',20.0,2012
'to amend the internal revenue code of 1986 to increase the frequency of disclosure of information by political organizations and to improve the linkage between databases for public disclosure of electionrelated information maintained by the department of',20.0,2012
'to amend the federal election campaign act of 1971 to define political committee and clarify when organizations described in section 527 of the internal revenue code of 1986 must register as political committees and for other purposes',20.0,2012
'to amend title 3 united states code to extend the date provided for the meeting of electors of the president and vice president in the states and the date provided for the joint session of congress held for the counting of electoral votes in the event',20.0,2012
'to require states to conduct general elections for federal office using an instant runoff voting system to direct the election assistance commission to make grants to states to defray the costs of administering such systems and for other purposes',20.0,2012
'to establish a commission to make recommendations on the appropriate size of membership of the house of representatives and the method by which members are elected',20.0,2013
'to amend title 13 united states code to provide for a just apportionment of representatives in congress for all states',20.0,2013
'to amend title 13 united states code to provide that the term of office of the director of the census shall be 5 years to provide that the director of the census report directly to the secretary of commerce and for other purposes',20.0,2013
'to provide for a test census of americans residing abroad and to require that such individuals be included in the 2010 decennial census',20.0,2013
'to provide for full voting representation in congress for the citizens of the district of columbia and for other purposes',20.0,2014
'to amend the district of columbia home rule act to permit the council of the district of columbia to impose a tax on the income of professional baseball players which is earned within the district of columbia',20.0,2014
'to amend the internal revenue code of 1986 to provide that the firsttime homebuyer credit for the district of columbia be made permanent and for other purposes',20.0,2014
'to amend the district of columbia home rule act to establish the office of the district attorney for the district of columbia headed by a locally elected and independent district attorney and for other purposes',20.0,2014
'to amend the district of columbia home rule act to provide the district of columbia with autonomy over its budgets and for other purposes',20.0,2014
'making appropriations for the government of the district of columbia and other activities chargeable in whole or in part against the revenues of said district for the fiscal year ending september 30 2004 and for other purposes',20.0,2014
'to amend the john f kennedy center act to authorize appropriations for the john f kennedy center for the performing arts and for other purposes',20.0,2014
'to direct the secretary of homeland security to establish an independent panel to assess the homeland security needs of the national capital region',20.0,2014
'to restore the federal electoral rights of the residents of the district of columbia and for other purposes',20.0,2014
'to authorize improvements in the operations of the government of the district of columbia and for other purposes',20.0,2014
'to provide for the transfer of the nebraska avenue naval complex in the district of columbia to facilitate the establishment of the headquarters for the department of homeland security to provide for the acquisition by the department of the navy of suita',20.0,2014
'to amend part c of title xviii of the social security act to prohibit the operation of the medicare comparative cost adjustment cca program in the district of columbia',20.0,2014
'to authorize the government of ukraine to establish a memorial on federal land in the district of columbia to honor the victims of the ukrainian faminegenocide of 19321933',20.0,2014
'to establish the district of columbia as a congressional district for purposes of representation in the house of representatives and for other purposes',20.0,2014
'to amend the balanced budget act of 1997 to improve the administration of federal pension benefit payments for district of columbia teachers police officers and fire fighters and for other purposes',20.0,2014
'making appropriations for the government of the district of columbia and other activities chargeable in whole or in part against the revenues of said district for the fiscal year ending september 30 2005 and for other purposes',20.0,2014
'to improve the operation and utilization of the united states national arboretum in the district of columbia and for other purposes',20.0,2014
'to acknowledge the fundamental injustice cruelty brutality and inhumanity of slavery in the united states and the 13 american colonies between 1619 and 1865 and to establish a commission to examine the institution of slavery subsequently de jure and d',20.0,2015
'to repeal the provision of the september 11th victim compensation fund of 2001 that requires the reduction of a claimants compensation by the amount of any collateral source compensation payments the claimant is entitled to receive and for other purpose',20.0,2015
'to repeal certain amendments to the national vaccine injury compensation program',20.0,2015
'to require the secretary of the interior to make reimbursement for certain damages incurred as a result of bonding regulations adopted by the bureau of land management on february 28 1997 and subsequently determined to be in violation of federal law',20.0,2015
'to treat the tuesday next after the first monday in november in the same manner as november 11 for purposes of federal employment and for other purposes',20.0,2030
'to provide for greater recognition of veterans day each year',20.0,2030
'to amend title 4 united states code to require the display at halfstaff of the flag of the united states on national workers memorial day',20.0,2030
'to establish a commission to commemorate the 400th anniversary of the arrival of samuel de champlain in the champlain valley and for other purposes',20.0,2030
'to establish a national commission on the quincentennial of the discovery of florida by ponce de leon',20.0,2030
'to amend title 36 united states code to designate the square dance as the national folk dance',20.0,2099
'to amend section 19 of title 3 united states code to include the secretary of homeland security on the list of presidential successors',20.0,2099
'to provide for taxexempt financing for united nations facilities',20.0,2099
'to provide full funding for the payment in lieu of taxes program for the next five fiscal years to protect local jurisdictions against the loss of property tax revenues when private lands are acquired by a federal land management agency and for other pu',21.0,2100
'to provide for adjustments to the central arizona project in arizona to authorize the gila river indian community water rights settlement to reauthorize and amend the southern arizona water rights settlement act of 1982 and for other purposes',21.0,2100
'to increase the penalties to be imposed for a violation of fire regulations applicable to the public lands national park system lands or national forest system lands when the violation results in damage to public or private property to specify the purp',21.0,2100
'to direct the secretary of agriculture to sell certain parcels of federal land in carson city and douglas county nevada',21.0,2100
'making appropriations for the department of the interior and related agencies for the fiscal year ending september 30 2004 and for other purposes',21.0,2100
'to authorize the secretary of the interior to recruit volunteers to assist with or facilitate the activities of various agencies and offices of the department of the interior',21.0,2100
'to provide for the conveyance of the former department of agriculture agricultural research service laboratory in fresno california to the city of fresno',21.0,2100
'to establish as a unit of chickamauga and chattanooga national military park the moccasin bend national archeological district',21.0,2101
'to authorize the secretary of the interior to grant an easement to facilitate access to the lewis and clark interpretative center in nebraska city nebraska',21.0,2101
'to establish certain national heritage areas and for other purposes',21.0,2101
'to expand the boundaries of the ottawa national wildlife refuge complex and the detroit river international wildlife refuge',21.0,2101
'to direct the secretary of the interior to study certain sites in the historic district of beaufort south carolina relating to the reconstruction era to assess the suitability and feasibility of designating the study area as a unit of the national park',21.0,2101
'to amend title 40 united states code to designate certain counties and a city as part of the appalachian region',21.0,2101
'to facilitate a forest service land exchange that will eliminate a private inholding in the sierra national forest in the state of california and provide for the permanent enjoyment by the boy scouts of america of a parcel of national forest system land',21.0,2101
'to establish a user fee system that provides for an equitable return to the federal government for the occupancy and use of national forest system lands and facilities by organizational camps that serve the youth and disabled adults of america and for ot',21.0,2101
'to authorize the pyramid of remembrance foundation to establish a memorial in the district of columbia or its environs to soldiers who have lost their lives during peacekeeping operations humanitarian efforts training terrorist attacks or covert opera',21.0,2101
'to direct the secretary of the interior to conduct a study of coltsville in the state of connecticut for potential inclusion in the national park system',21.0,2101
'to establish the steel industry national historic site in the commonwealth of pennsylvania',21.0,2101
'to revise the boundaries of the golden gate national recreation area in the state of california to restore and extend the term of the advisory commission for the recreation area and for other purposes',21.0,2101
'to revise the boundary of the kalokohonokohau national historical park in the state of hawaii and for other purposes',21.0,2101
'to direct the secretary of the interior and the secretary of agriculture to conduct a joint special resources study to evaluate the suitability and feasibility of establishing the area known as the rim of the valley corridor as a unit of the santa monica',21.0,2101
'to require the conveyance of certain national forest system lands in mendocino national forest california to provide for the use of the proceeds from such conveyance for national forest purposes and for other purposes',21.0,2101
'a bill to authorize the secretary of the interior to acquire the mcloughlin house in oregon city oregon for inclusion in fort vancouver historic site and for other purposes',21.0,2101
'to amend the outer continental shelf lands act to authorized the secretary of the interior to grant easements and rightsofway on the outer continental shelf for activities otherwise authorized by that act',21.0,2101
'to amend the national trails system act to designate the route of the mississippi river from its headwaters in the state of minnesota to the gulf of mexico for study for potential addition to the national trails system as a national scenic trail national',21.0,2101
'to direct the secretary of the interior to complete a special resource study of the national significance suitability and feasibility of establishing highway 49 in california known as the golden chain highway as a national heritage corridor',21.0,2101
'to provide additional protections for national forest system lands in alaska through the designation of wilderness areas wilderness study areas land use designation ii management areas restoration areas special management areas and additional compone',21.0,2101
'to authorize the secretary of the interior to conduct a special resource study of sites associated with the life of cesar estrada chavez and the farm labor movement',21.0,2101
'to amend the national trails system act to require the secretary of the interior to update the feasibility and suitability studies of four national historic trails and for other purposes',21.0,2101
'to provide for the establishment of a memorial at the site in alaqua florida of the accidental bombing of a home by an aircraft of the united states army air corps on august 11 1944 which killed alfred cosson james cosson james cosson jr and winn',21.0,2101
'to establish the freedoms way national heritage area in the states of massachusetts and new hampshire and for other purposes',21.0,2101
'to designate as wilderness wild and scenic rivers national park and preserve study areas wild land recovery areas and biological connecting corridors certain public lands in the states of idaho montana oregon washington and wyoming and for other',21.0,2101
'to authorize an exchange of land at fort frederica national monument and for other purposes',21.0,2101
'to require the secretary of the interior to implement the final rule to phase out snowmobile use in yellowstone national park john d rockefeller jr memorial parkway and grand teton national park and snowplane use in grand teton national park',21.0,2101
'to require the construction at arlington national cemetery of a memorial to the crew of the columbia orbiter',21.0,2101
'to establish a program to provide funds for deployment of fuel cell and hydrogen infrastructure at national parks and for other purposes',21.0,2101
'to direct the secretary of the interior to conduct a special resource study to determine the national significance of the miami circle site in the state of florida as well as the suitability and feasibility of its inclusion in the national park system as',21.0,2101
'to establish the criteria and mechanisms for the designation of certain areas in the united states containing nationally important natural historic and cultural resources and recreational and educational opportunities that are geographically assembled a',21.0,2101
'to authorize the design and construction of a visitor center for the vietnam veterans memorial',21.0,2101
'to amend the national trails system act to designate the historic transportation routes in the states of pennsylvania maryland west virginia and ohio that led to the forks of the ohio river in pittsburgh pennsylvania for study for potential addition',21.0,2101
'to provide for additional lands to be included within the boundary of the johnstown flood national memorial in the state of pennsylvania and for other purposes',21.0,2101
'to authorize the secretary of the interior to establish a commemorative trail in connection with the womens rights national historical park to link properties that are historically and thematically associated with the struggle for womens suffrage and f',21.0,2101
'to designate the visitor center in organ pipe national monument in arizona as the kris eggle visitor center and for other purposes',21.0,2101
'to authorize the secretary of the interior to provide grants for the preservation of historic courthouses',21.0,2101
'to authorize the exchange of certain lands within the martin luther king junior national historic site for lands owned by the city of atlanta georgia and for other purposes',21.0,2101
'to establish the blue ridge national heritage area in the state of north carolina and for other purposes',21.0,2101
'to establish the upper housatonic valley national heritage area in the state of connecticut and the commonwealth of massachusetts and for other purposes',21.0,2101
'to extend the grace period for personal watercraft use in glen canyon national recreation area',21.0,2101
'to authorize the secretary of the interior to study the suitability and feasibility of designating the international civil rights center and museum located in greensboro north carolina as a unit of the national park system and for other purposes',21.0,2101
'to provide for grants to states for enacting statewide laws regulating public playgrounds consistent with playground safety guidelines established by the consumer product safety commission',21.0,2101
'to authorize the secretary of the interior to study the suitability and feasibility of designating the wolf house located in norfolk arkansas as a unit of the national park system and for other purposes',21.0,2101
'to amend public law 89366 to allow for an adjustment in the number of free roaming horses permitted in cape lookout national seashore',21.0,2101
'to designate fort bayard historic district in the state of new mexico as a national historic landmark and for other purposes',21.0,2101
'to further the protection and recognition of veterans memorials to amend title 38 united states code to provide for grants to repair veterans memorials and for other purposes',21.0,2101
'to authorize reference to the national dday museum in new orleans louisiana as americas national world war ii museum',21.0,2101
'to direct the secretary of the interior to conduct a special resources study regarding the suitability and feasibility of designating certain historic buildings and areas in taunton massachusetts as a unit of the national park system and for other purp',21.0,2101
'to prohibit the use of federal funds for double tracking of the pacific surfliner corridor through the historic mission district and downtown area of san juan capistrano and along the coastal beaches of dana point and san clemente',21.0,2101
'to provide for additional space and resources for national collections held by the smithsonian institution and for other purposes',21.0,2101
'to establish within the smithsonian institution the national museum of african american history and culture and for other purposes',21.0,2101
'to expand coverage under the arts and artifacts indemnity act',21.0,2101
