vote,subtopic1,subtopic2,subtopic3,topic1,topic2,topic3,anom
111 Congress:hr829:780:2009-10-15,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr829:781:2009-10-15,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr830:786:2009-10-15,Public Lands and Water Management:Water Resources Development and Research,NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:hr830:787:2009-10-15,Public Lands and Water Management:Water Resources Development and Research,NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:hr841:893:2009-11-17,Government Operations:Government Efficiency and Bureaucratic Oversight,NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr846:798:2009-10-22,Energy:Research and Development,NONE,NONE,Energy,NONE,NONE,no
111 Congress:hr846:799:2009-10-22,Energy:Research and Development,NONE,NONE,Energy,NONE,NONE,no
111 Congress:hr853:809:2009-10-22,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr853:810:2009-10-22,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr867:838:2009-11-03,International Affairs and Foreign Aid:Middle East,NONE,NONE,International Affairs and Foreign Aid,NONE,NONE,no
111 Congress:hr87:32:2009-01-27,"Civil Rights, Minority Issues, and Civil Liberties:General (includes combinations of multiple subtopics)",NONE,NONE,"Civil Rights, Minority Issues, and Civil Liberties",NONE,NONE,no
111 Congress:hr87:33:2009-01-27,"Civil Rights, Minority Issues, and Civil Liberties:General (includes combinations of multiple subtopics)",NONE,NONE,"Civil Rights, Minority Issues, and Civil Liberties",NONE,NONE,no
111 Congress:hr876:823:2009-10-29,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr876:824:2009-10-29,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr88:34:2009-01-27,Energy:Energy Conservation,NONE,NONE,Energy,NONE,NONE,no
111 Congress:hr88:35:2009-01-27,Energy:Energy Conservation,NONE,NONE,Energy,NONE,NONE,no
111 Congress:hr884:841:2009-11-04,"Banking, Finance, and Domestic Commerce:Consumer Finance, Mortgages, and Credit Cards",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:hr884:842:2009-11-04,"Banking, Finance, and Domestic Commerce:Consumer Finance, Mortgages, and Credit Cards",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:hr885:856:2009-11-05,"Defense:DOD Civilian Personnel, Civilian Employment by the Defense Industry, Military Base Closings",NONE,NONE,Defense,NONE,NONE,no
111 Congress:hr885:857:2009-11-05,"Defense:DOD Civilian Personnel, Civilian Employment by the Defense Industry, Military Base Closings",NONE,NONE,Defense,NONE,NONE,no
111 Congress:hr893:866:2009-11-06,International Affairs and Foreign Aid:China,NONE,NONE,International Affairs and Foreign Aid,NONE,NONE,no
111 Congress:hr903:881:2009-11-07,Health:Comprehensive health care reform,NONE,NONE,Health,NONE,NONE,no
111 Congress:hr903:882:2009-11-07,Health:Comprehensive health care reform,NONE,NONE,Health,NONE,NONE,no
111 Congress:hr908:902:2009-11-19,"Public Lands and Water Management:National Parks, Memorials, Historic Sites, and Recreation",NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:hr908:903:2009-11-19,"Public Lands and Water Management:National Parks, Memorials, Historic Sites, and Recreation",NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:hr909:897:2009-11-18,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr909:898:2009-11-18,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr915:937:2009-12-08,"Space, Science, Technology and Communications:Broadcast Industry Regulation (TV, Cable, Radio)",NONE,NONE,"Space, Science, Technology and Communications",NONE,NONE,no
111 Congress:hr917:180:2010-03-24,Public Lands and Water Management:Native American Affairs,NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:hr92:39:2009-01-28,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr92:40:2009-01-28,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr941:923:2009-12-03,"Macroeconomics:Taxation, Tax policy, and Tax Reform",NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:hr941:924:2009-12-03,"Macroeconomics:Taxation, Tax policy, and Tax Reform",NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:hr955:939:2009-12-09,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr955:940:2009-12-09,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:hr956:945:2009-12-09,"Banking, Finance, and Domestic Commerce:Securities and Commodities Regulation",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:hr961:947:2009-12-10,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr961:948:2009-12-10,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr962:951:2009-12-10,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr964:952:2009-12-10,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr973:979:2009-12-16,"Government Operations:Federal Government Branch Relations and Administrative Issues, Congressional Operations",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr973:980:2009-12-16,"Government Operations:Federal Government Branch Relations and Administrative Issues, Congressional Operations",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr976:982:2009-12-16,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr976:983:2009-12-16,Government Operations:General (includes budget requests and appropriations for multiple departments and agencies),NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:hr989:341:2010-06-09,"Space, Science, Technology and Communications:Weather Forecasting and Related Issues, NOAA, Oceanography",NONE,NONE,"Space, Science, Technology and Communications",NONE,NONE,no
111 Congress:h1:33:2009-02-03,Transportation:General (includes combinations of multiple subtopics),NONE,NONE,Transportation,NONE,NONE,no
111 Congress:h1:34:2009-02-03,"Environment:Hazardous Waste and Toxic Chemical Regulation, Treatment, and Disposal",NONE,NONE,Environment,NONE,NONE,no
111 Congress:h1:35:2009-02-03,"Macroeconomics:Taxation, Tax policy, and Tax Reform",NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:h1:37:2009-02-04,"Macroeconomics:Taxation, Tax policy, and Tax Reform",NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:h1:38:2009-02-04,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:h1:39:2009-02-04,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:h1:40:2009-02-04,Macroeconomics:National Budget and Debt,NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:h1:41:2009-02-04,"Defense:Military Nuclear and Hazardous Waste Disposal, Military Environmental Compliance",NONE,NONE,Defense,NONE,NONE,no
111 Congress:h1:42:2009-02-04,"Macroeconomics:Taxation, Tax policy, and Tax Reform",NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:h1:43:2009-02-04,"Foreign Trade:International Private Business Investments, Overseas Private Investment Corporation (OPIC)",NONE,NONE,Foreign Trade,NONE,NONE,no
111 Congress:h1:44:2009-02-04,Energy:Natural Gas and Oil (Including Offshore Oil and Gas),NONE,NONE,Energy,NONE,NONE,no
111 Congress:h1:45:2009-02-05,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:h1:47:2009-02-05,Education:Higher Education,NONE,NONE,Education,NONE,NONE,no
111 Congress:h1:48:2009-02-05,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:h1:49:2009-02-05,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:h1:50:2009-02-05,"Government Operations:Currency, Commemorative Coins, Medals, U.S. Mint",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h1:53:2009-02-06,"Environment:Air pollution, Global Warming, and Noise Pollution",NONE,NONE,Environment,NONE,NONE,no
111 Congress:h1:54:2009-02-06,"Health:Insurance reform, availability, and cost",NONE,NONE,Health,NONE,NONE,no
111 Congress:h1:56:2009-02-06,"Banking, Finance, and Domestic Commerce:U.S. Banking System and Financial Institution Regulation",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:h1:57:2009-02-06,"Macroeconomics:Taxation, Tax policy, and Tax Reform",NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:h1:58:2009-02-06,"Macroeconomics:Taxation, Tax policy, and Tax Reform",NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:h1:61:2009-02-10,"Agriculture:Government Subsidies to Farmers and Ranchers, Agricultural Disaster Insurance",NONE,NONE,Agriculture,NONE,NONE,no
111 Congress:h1:63:2009-02-13,"Agriculture:Government Subsidies to Farmers and Ranchers, Agricultural Disaster Insurance",NONE,NONE,Agriculture,NONE,NONE,no
111 Congress:h1:64:2009-02-13,"Agriculture:Government Subsidies to Farmers and Ranchers, Agricultural Disaster Insurance",NONE,NONE,Agriculture,NONE,NONE,no
111 Congress:h1:68:2009-02-13,"Agriculture:Government Subsidies to Farmers and Ranchers, Agricultural Disaster Insurance",NONE,NONE,Agriculture,NONE,NONE,no
111 Congress:h1:70:2009-02-13,"Agriculture:Government Subsidies to Farmers and Ranchers, Agricultural Disaster Insurance",NONE,NONE,Agriculture,NONE,NONE,no
111 Congress:h1018:576:2009-07-17,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:h1018:577:2009-07-17,"Public Lands and Water Management:Natural Resources, Public Lands, and Forest Management",NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:h1053:745:2009-09-30,Environment:Coastal Water Pollution and Conservation,NONE,NONE,Environment,NONE,NONE,no
111 Congress:h1065:14:2010-01-21,Public Lands and Water Management:Native American Affairs,NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:h11:9:2009-01-09,"Labor, Employment, and Immigration:Fair Labor Standards",NONE,NONE,"Labor, Employment, and Immigration",NONE,NONE,no
111 Congress:h1105:74:2009-03-03,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:h1105:77:2009-03-04,"Government Operations:Currency, Commemorative Coins, Medals, U.S. Mint",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h1105:78:2009-03-04,"Law, Crime, and Family Issues:Executive Branch Agencies Dealing With Law and Crime",NONE,NONE,"Law, Crime, and Family Issues",NONE,NONE,no
111 Congress:h1105:79:2009-03-04,"Environment:Hazardous Waste and Toxic Chemical Regulation, Treatment, and Disposal",NONE,NONE,Environment,NONE,NONE,no
111 Congress:h1105:80:2009-03-04,"Government Operations:Regulation of Political Campaigns, Political Advertising, PAC regulation, Voter Registration, Government Ethics",NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h1105:81:2009-03-05,"Civil Rights, Minority Issues, and Civil Liberties:Right to Privacy and Access to Government Information",NONE,NONE,"Civil Rights, Minority Issues, and Civil Liberties",NONE,NONE,no
111 Congress:h1105:82:2009-03-05,Public Lands and Water Management:Native American Affairs,NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:h1105:83:2009-03-05,"International Affairs and Foreign Aid:International Organizations other than Finance: United Nations (UN), UNESCO, International Red Cross",NONE,NONE,International Affairs and Foreign Aid,NONE,NONE,no
111 Congress:h1105:84:2009-03-05,Public Lands and Water Management:Native American Affairs,NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:h1105:85:2009-03-05,International Affairs and Foreign Aid:Middle East,NONE,NONE,International Affairs and Foreign Aid,NONE,NONE,no
111 Congress:h1105:86:2009-03-09,International Affairs and Foreign Aid:U.S. Foreign Aid,NONE,NONE,International Affairs and Foreign Aid,NONE,NONE,no
111 Congress:h1105:87:2009-03-09,"Banking, Finance, and Domestic Commerce:Domestic Disaster Relief",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:h1105:88:2009-03-09,International Affairs and Foreign Aid:U.S. Foreign Aid,NONE,NONE,International Affairs and Foreign Aid,NONE,NONE,no
